Name,Straße,Straße2,PLZ,Stadt,Telefon,Land,Bankleitzahl (BIC)
Banque Raiffeisen du Gros-de-Vaud,Route des Flumeaux 6,Case postale 11,1008,Prilly,021 886 20 40,Schweiz,RAIFCH22434
Banque Raiffeisen du Haut-Léman,Route du Léman 10,Case postale 12,1895,Vionnaz,024 482 42 20,Schweiz,RAIFCH22588
Banque Raiffeisen du Haut-Léman,ZA Les Plavaux 101,,1893,Muraz (Collombey),024 473 40 70,Schweiz,RAIFCH22588
Banque Raiffeisen du Haut-Léman,Avenue du Valais 29,Case postale 112,1896,Vouvry,024 482 40 00,Schweiz,RAIFCH22588
Banque Raiffeisen du Haut-Léman,Route Cantonale 1,,1897,Bouveret,024 482 40 40,Schweiz,RAIFCH22588
Banque Raiffeisen du Mont-Tendre,Rue du Bourg 11,,1147,Montricher,021 800 92 92,Schweiz,RAIFCH22445
Banque Raiffeisen du Mont-Tendre,Rue de Chabiez 2,,1148,"Isle, L'",021 800 92 92,Schweiz,RAIFCH22445
Banque Raiffeisen du Mont-Tendre,La Vy de Ballens 6,,1145,Bière,021 800 92 92,Schweiz,RAIFCH22445
Banque Raiffeisen du Mont-Tendre,Route de Bière 3,,1143,Apples,021 800 92 92,Schweiz,RAIFCH22445
Banque Raiffeisen du Pays-d'Enhaut,"Place de la Gare, Rte de la Gare 12",,1660,Château-d'Oex,026 923 40 00,Schweiz,RAIFCH22428
Banque Raiffeisen du Salève,Route de Veyrier 264 A,Case postale 160,1255,Veyrier,022 784 20 00,Schweiz,RAIFCH22187
Banque Raiffeisen du Salève,Rte de St-Julien 145,,1228,Plan-les-Ouates,022 884 91 05,Schweiz,RAIFCH22187
Banque Raiffeisen du Salève,Avenue Krieg 15,,1208,Genève,022 839 30 10,Schweiz,RAIFCH22187
Banque Raiffeisen du Salève,Rue de Marché 11,,1227,Carouge,022 308 12 12,Schweiz,RAIFCH22187
Banque Raiffeisen du Val-de-Ruz,Rue du Collège 1,,2207,Coffrane,032 858 24 24,Schweiz,RAIFCH22251
Banque Raiffeisen du Val-Terbi,Route Principale 51,Case postale 126,2824,Vicques,032 436 15 15,Schweiz,RAIFCH22073
Banque Raiffeisen du Val-Terbi,Rue de Bellevie 3,,2822,Courroux,032 436 15 15,Schweiz,RAIFCH22073
Banque Raiffeisen Entremont,Route de Verbier 19,Case postale 41,1934,"Châble VS, Le",027 780 10 00,Schweiz,RAIFCH22581
Banque Raiffeisen Entremont,Place de la Chapelle 1,,1942,Levron,027 785 18 14,Schweiz,RAIFCH22581
Banque Raiffeisen Entremont,Route d'Etiez 14,,1941,Vollèges,027 780 10 00,Schweiz,RAIFCH22581
Banque Raiffeisen Entremont,Route de Verbier 137,,1936,Verbier,027 780 10 00,Schweiz,RAIFCH22581
Banque Raiffeisen Entremont,Rue Principale 117,,1932,Boverrnier,027 780 10 00,Schweiz,RAIFCH22581
Banque Raiffeisen Entremont,Route du Grand-St-Bernard 18,,1945,Liddes,027 780 10 00,Schweiz,RAIFCH22581
Banque Raiffeisen Entremont,La Place 15,,1933,Sembrancher,027 780 10 00,Schweiz,RAIFCH22581
Banque Raiffeisen Entremont,Chemin de Poste 2,Case postale 61,1937,Orsières,027 780 10 00,Schweiz,RAIFCH22581
Banque Raiffeisen Franches-Montagnes,Rue de l'Hôpital 8,Case postale 165,2350,Saignelégier,032 952 42 52,Schweiz,RAIFCH22059
Banque Raiffeisen Franches-Montagnes,Rue de la Gare 11,,2345,"Breuleux, Les",032 952 42 52,Schweiz,RAIFCH22059
Banque Raiffeisen Franches-Montagnes,"Les Bois, rue Guillaume-Triponez 21",,2336,"Bois, Les",032 952 42 52,Schweiz,RAIFCH22059
Banque Raiffeisen Franches-Montagnes,Rue du Marché 1,,2340,"Noirmont, Le",032 952 42 52,Schweiz,RAIFCH22059
Banque Raiffeisen Franches-Montagnes,Passage de la Poste 2,,2714,"Genevez JU, Les",032 952 42 52,Schweiz,RAIFCH22059
Banque Raiffeisen Franches-Montagnes,Rte Principale 59 B,,2718,Lajoux JU,032 952 42 52,Schweiz,RAIFCH22059
Banque Raiffeisen Fribourg-Ouest,Route de Moncor 12,Case postale 16,1752,Villars-sur-Glâne,026 408 40 00,Schweiz,RAIFCH22159
Banque Raiffeisen Genève Ouest-Meyrin,Chemin Antoine-Verchère 3,,1217,Meyrin,022 930 91 91,Schweiz,RAIFCH22210
Banque Raiffeisen Genève Ouest-Meyrin,Chemin Edouard-Sarasin 24A,,1218,"Grand-Saconnex, Le",022 930 91 91,Schweiz,RAIFCH22210
Banque Raiffeisen Genève Ouest-Meyrin,Rue de Lyon 2,,1201,Genève,022 930 91 91,Schweiz,RAIFCH22210
Banque Raiffeisen Genève Ouest-Meyrin,Chemin de l'Etang 76,,1219,Châtelaine,022 930 91 91,Schweiz,RAIFCH22210
Banque Raiffeisen Genève Ouest-Meyrin,Chemin de Champ-Claude 1,,1214,Vernier,022 930 91 91,Schweiz,RAIFCH22210
Banque Raiffeisen Genève Ouest-Meyrin,Route d'Aire-la-Ville 214,,1242,Satigny,022 930 91 91,Schweiz,RAIFCH22210
Banque Raiffeisen Genève Ouest-Meyrin,Avenue de Feuillasse 24,,1217,Meyrin,022 930 91 91,Schweiz,RAIFCH22210
Banque Raiffeisen Lausanne Haute-Broye-Jorat,Voie du Chariot 7,,1003,Lausanne,021 907 39 00,Schweiz,RAIFCH22451
Banque Raiffeisen Lausanne Haute-Broye-Jorat,Ruelle du Pasteur Martin 5,Case postale 73,1083,Mézières VD,021 907 39 00,Schweiz,RAIFCH22451
Banque Raiffeisen Lausanne Haute-Broye-Jorat,Rte de Lausanne 15,Case postale 76,1610,Oron-la-Ville,021 907 39 00,Schweiz,RAIFCH22451
Banque Raiffeisen Lausanne Haute-Broye-Jorat,Rte de la Croix-Blanche 44,,1066,Epalinges,021 907 39 00,Schweiz,RAIFCH22451
Banque Raiffeisen Martigny et Région,Rue de la Poste 7,Case postale,1920,Martigny,027 747 16 20,Schweiz,RAIFCH22595
Banque Raiffeisen Martigny et Région,Rue de la Poste 4,,1926,Fully,027 747 16 20,Schweiz,RAIFCH22595
Banque Raiffeisen Martigny et Région,Grand Rue 33,Case postale 23,1904,Vernayaz,027 747 16 20,Schweiz,RAIFCH22595
Banque Raiffeisen Martigny et Région,Route d'Ovronnaz 37,,1912,Leytron,027 747 16 20,Schweiz,RAIFCH22595
Banque Raiffeisen Martigny et Région,Route de Fully 1,,1913,Saillon,027 747 16 20,Schweiz,RAIFCH22595
Banque Raiffeisen Martigny et Région,Route du Faubourg 2,,1908,Riddes,027 747 16 20,Schweiz,RAIFCH22595
Banque Raiffeisen Martigny et Région,Place de la Gare 1,,1907,Saxon,027 747 16 20,Schweiz,RAIFCH22595
Banque Raiffeisen Moléson,Rue de l'Ancien Comté 27,,1635,"Tour-de-Trême, La",026 913 27 00,Schweiz,RAIFCH22129
Banque Raiffeisen Moléson,Rue de la Gruyère 56,,1632,Riaz,026 913 27 00,Schweiz,RAIFCH22129
Banque Raiffeisen Moléson,Place du Village 1,,1617,Remaufens,026 913 27 00,Schweiz,RAIFCH22129
Banque Raiffeisen Moléson,Route du Devin 2,,1623,Semsales,026 913 27 00,Schweiz,RAIFCH22129
Banque Raiffeisen Moléson,Place des Alpes 20,,1630,Bulle,026 913 27 00,Schweiz,RAIFCH22129
Banque Raiffeisen Moléson,Route Principale 174,,1628,Vuadens,026 913 27 00,Schweiz,RAIFCH22129
Banque Raiffeisen Moléson,Route de Billens 14,,1680,Romont FR,026 913 27 00,Schweiz,RAIFCH22129
Banque Raiffeisen Moléson,Chemin du Soleil 1,,1670,Ursy,026 913 27 00,Schweiz,RAIFCH22129
Banque Raiffeisen Moléson,Rue du Centre 44,,1637,Charmey (Gruyère),026 913 27 00,Schweiz,RAIFCH22129
Banque Raiffeisen Moléson,Route Saint-Ignace 43,,1633,Marsens,026 913 27 00,Schweiz,RAIFCH22129
Banque Raiffeisen Moléson,Chemin de la Paix 6,,1642,Sorens,026 913 27 00,Schweiz,RAIFCH22129
Banque Raiffeisen Mont-Aubert Orbe,En Chamard 41 C,,1442,Montagny-près-Yverdon,024 447 80 00,Schweiz,RAIFCH22401
Banque Raiffeisen Mont-Aubert Orbe,Rue Cerntrale 6,Case postale,1450,Ste-Croix,024 447 80 00,Schweiz,RAIFCH22401
Banque Raiffeisen Mont-Aubert Orbe,Grand-Rue 9,,1337,Vallorbe,024 447 80 00,Schweiz,RAIFCH22401
Banque Raiffeisen Morges Venoge,Rue du Centre 172,,1025,St-Sulpice VD,021 805 85 85,Schweiz,RAIFCH22460
Banque Raiffeisen Morges Venoge,Chemin Neuf 4,,1163,Etoy,021 805 85 50,Schweiz,RAIFCH22460
Banque Raiffeisen Morges Venoge,Rue du Chêne 1,Case postale,1315,"Sarraz, La",021 805 85 00,Schweiz,RAIFCH22460
Banque Raiffeisen Morges Venoge,Rue de la Gare 27,,1110,Morges 1,021 805 85 20,Schweiz,RAIFCH22460
Banque Raiffeisen Morges Venoge,Avenue du Tir- Fédéral 88,,1024,Ecublens,021 805 85 40,Schweiz,RAIFCH22460
Banque Raiffeisen Neuchâtel et Vallées,Rue St-Honoré 5,,2000,Neuchâtel,032 836 41 00,Schweiz,RAIFCH22241
Banque Raiffeisen Neuchâtel et Vallées,Rue du Temple 9,,2022,Bevaix,032 836 41 00,Schweiz,RAIFCH22241
Banque Raiffeisen Neuchâtel et Vallées,Rue Haute 21,,2013,Colombier NE,032 836 41 00,Schweiz,RAIFCH22241
Banque Raiffeisen Neuchâtel et Vallées,Grand-Rue 30,,2072,St-Blaise,032 836 41 00,Schweiz,RAIFCH22241
Banque Raiffeisen Neuchâtel et Vallées,Avenue de la Gare 12,,2114,Fleurier,032 836 41 00,Schweiz,RAIFCH22241
Banque Raiffeisen Neuchâtel et Vallées,Route de Neuchâtel 1,,2520,"Neuveville, La",032 836 41 00,Schweiz,RAIFCH22241
Banque Raiffeisen Neuchâtel et Vallées,Rue St-Honoré 1,,2000,Neuchâtel,032 836 41 00,Schweiz,RAIFCH22241
Banque Raiffeisen Neuchâtel et Vallées,Rue du Centre 8,,2023,Gorgier,032 836 41 00,Schweiz,RAIFCH22241
Banque Raiffeisen Neuchâtel et Vallées,Rue du Collège 1,,2207,Coffrane,032 836 41 00,Schweiz,RAIFCH22241
Banque Raiffeisen Neuchâtel et Vallées,Rue de l'Epervier 4,,2053,Cernier,032 836 41 00,Schweiz,RAIFCH22241
Banque Raiffeisen Neuchâtel et Vallées,Grand-Rue 13,,2056,Dombresson,032 836 41 00,Schweiz,RAIFCH22241
Banque Raiffeisen Nyon-La Vallée,Avenue Alfred-Cortot 14,,1260,Nyon,022 365 14  00,Schweiz,RAIFCH22442
Banque Raiffeisen Nyon-La Vallée,Rue de la Gare 13,,1348,"Brassus, Le",021 845 50 55,Schweiz,RAIFCH22442
Banque Raiffeisen Nyon-La Vallée,Vy-de-Montorge 1,,1295,Mies,022 365 14 50,Schweiz,RAIFCH22442
Banque Raiffeisen Pierre Pertuis,Rue du Collège 32,Case postale 38,2605,Sonceboz-Sombeval,032 624 54 54,Schweiz,RAIFCH22051
Banque Raiffeisen Pierre Pertuis,La Chaîne 6,,2515,Prêles,032 624 54 54,Schweiz,RAIFCH22051
Banque Raiffeisen Pierre Pertuis,Route Principale 38/38a,,2533,Evilard,032 624 54 54,Schweiz,RAIFCH22051
Banque Raiffeisen Pierre Pertuis,Place du Village 1,,2534,Orvin,032 624 54 54,Schweiz,RAIFCH22051
Banque Raiffeisen Pierre Pertuis,Grand-Rue 155,,2720,Tramelan,032 624 54 54,Schweiz,RAIFCH22051
Banque Raiffeisen Pierre Pertuis,Avenue de la Gare 12,,2740,Moutier,032 624 54 54,Schweiz,RAIFCH22051
Banque Raiffeisen Pierre Pertuis,Rue Baptiste-Savoye 68,,2610,St-Imier,032 624 54 54,Schweiz,RAIFCH22051
Banque Raiffeisen Pierre Pertuis,Rue Aimée Charpilloz 2,,2735,Bévillard,032 624 54 54,Schweiz,RAIFCH22051
Banque Raiffeisen Plateau du Jorat-Molondin,Rue de la Poste 10,Case postale 23,1410,Thierrens,021 905 92 00,Schweiz,RAIFCH22465
Banque Raiffeisen Puidoux-Chexbres-Forel,Chemin de Publoz 11,Case postale 24,1070,Puidoux,021 946 00 80,Schweiz,RAIFCH22453
Banque Raiffeisen Région Delémont,Rue Pierre-Péquignat 1,,2800,Delémont,032 421 00 00,Schweiz,RAIFCH22002
Banque Raiffeisen Région Delémont,Route de Châtillon 8,,2830,Courrendlin,032 421 00 00,Schweiz,RAIFCH22002
Banque Raiffeisen Région Delémont,Rue de l'Abbé-Monnin 24,,2854,Bassecourt,032 421 00 00,Schweiz,RAIFCH22002
Banque Raiffeisen Région Delémont,Rue Préfet Comte 11,,2852,Courtételle,032 421 00 00,Schweiz,RAIFCH22002
Banque Raiffeisen Région Delémont,Place de la Gare 2,,2800,Delémont,032 421 00 00,Schweiz,RAIFCH22002
Banque Raiffeisen Région Genève Rhône,Rue de Bernex 259A,,1233,Bernex,022 879 10 10,Schweiz,RAIFCH22181
Banque Raiffeisen Région Genève Rhône,Chemin de Gué 99,,1213,"Petit-Lancy, Le",022 879 10 10,Schweiz,RAIFCH22181
Banque Raiffeisen Région Genève Rhône,Rond-Point de Plainpalais 2A,,1205,Genève,022 879 10 10,Schweiz,RAIFCH22181
Banque Raiffeisen Région Marly-Cousimbert,Route de Montena 1,,1728,Rossens FR,026 413 96 00,Schweiz,RAIFCH22105
Banque Raiffeisen Région Marly-Cousimbert,Route de Fribourg 11,,1634,"Roche FR, La",026 413 96 00,Schweiz,RAIFCH22105
Banque Raiffeisen Région Marly-Cousimbert,Route du Pafuet 1,,1724,"Mouret, Le",026 413 96 00,Schweiz,RAIFCH22105
Banque Raiffeisen Région Marly-Cousimbert,Route du Chevalier 3,,1723,Marly,026 413 96 00,Schweiz,RAIFCH22105
Banque Raiffeisen Région Marly-Cousimbert,Boulevard de Pérolles 21A,,1700,Fribourg,026 413 96 00,Schweiz,RAIFCH22105
Banque Raiffeisen Riddes-Saxon-Isérables,Route de Faubourg 2,Case postale 76,1908,Riddes,027 350 14 00,Schweiz,RAIFCH22571
Banque Raiffeisen Sarine-Ouest,Route de Fribourg 4,Case postale 66,1782,Belfaux,026 476 62 00,Schweiz,RAIFCH22102
Banque Raiffeisen See-Lac,Rte de Fribourg 59,Case postale 118,1784,Courtepin,026 672 39 39,Schweiz,RAIFCH22896
Banque Raiffeisen Sion et Région,Avenue de la Gare 6,,1950,Sion,027 328 10 00,Schweiz,RAIFCH22572
Banque Raiffeisen Sion et Région,Rue du Stade 19,,1965,Savièse,027 328 10 00,Schweiz,RAIFCH22572
Banque Raiffeisen Sion et Région,Rue du Vieux-Village 14,,1967,Bramois,027 328 10 00,Schweiz,RAIFCH22572
Banque Raiffeisen Sion et Région,Rue des Casernes 18,,1950,Sion,027 328 10 00,Schweiz,RAIFCH22572
Banque Raiffeisen Sion et Région,Route de Lens 20,,1958,St-Léonard,027 328 10 00,Schweiz,RAIFCH22572
Banque Raiffeisen Sion et Région,Place du Marais 4,,1974,Arbaz,027 328 10 00,Schweiz,RAIFCH22572
Banque Raiffeisen Sion et Région,Route de Botyre 50,,1966,Ayent,027 328 10 00,Schweiz,RAIFCH22572
Banque Raiffeisen Sion et Région,Rue des Tonnelier 5,,1950,Sion,027 328 10 00,Schweiz,RAIFCH22572
Banque Raiffeisen Sion et Région,Rue Centrale 142,,1983,Evolène,027 328 10 00,Schweiz,RAIFCH22572
Banque Raiffeisen Sion et Région,Rue de l'Evouette 7,,1969,St-Martin VS,027 328 10 00,Schweiz,RAIFCH22572
Banque Raiffeisen Sion et Région,Route de Sion 18,,1981,Vex,027 328 10 00,Schweiz,RAIFCH22572
Banque Raiffeisen Sion et Région,Rue Centrale 57,,1964,Conthey,027 328 10 00,Schweiz,RAIFCH22572
Banque Raiffeisen Sion et Région,Chemin du Praplan 1,,1997,Haute-Nendaz,027 328 10 00,Schweiz,RAIFCH22572
Banque Raiffeisen Sion et Région,Rte du Simplon 46,,1957,Ardon,027 328 10 00,Schweiz,RAIFCH22572
Banque Raiffeisen Sion et Région,Chemin Neuf 4,,1955,Chamoson,027 328 10 00,Schweiz,RAIFCH22572
Banque Raiffeisen Sion et Région,Av. de Vergers 20,,1963,Vétroz,027 328 10 00,Schweiz,RAIFCH22572
Banque Raiffeisen Talent-Menthue,Rue du Château 4,Case postale 28,1376,Goumoens-la-Ville,021 886 02 02,Schweiz,RAIFCH22403
Banque Raiffeisen Val-de-Travers,Avenue de la Gare 12,Case postale 376,2114,Fleurier,032 862 20 00,Schweiz,RAIFCH22261
Banque Raiffeisen Vallée de la Jogne,Rue du Centre 44,Case postale 70,1637,Charmey (Gruyère),026 927 52 00,Schweiz,RAIFCH22117
Banque SYZ SA,Quai des Bergues 1,Case postale 5015,1201,Geneva,022 819 09 09,Schweiz,SYCOCHGGXXX
Banque SYZ SA,Quai des Bergues 1,Case postale 5015,1201,Geneva,022 819 09 09,Schweiz,SYCOCHGGXXX
Banque Thaler SA,Rue Pierre-Fatio 3,Case postale 3335,1211,Genève 3,022 707 09 09,Schweiz,THALCHGGXXX
Banque Valiant SA,Rue de Romont 6,Case postale 1591,1701,Fribourg,026 347 44 00,Schweiz,VABECH22XXX
Banque Valiant SA,Grand-Rue 15,Case postale 571,1630,Bulle 1,026 916 16 20,Schweiz,VABECH22XXX
Banque Valiant SA,Rue de la Plaine 5,,1401,Yverdon-les-Bains,024 424 94 11,Schweiz,VABECH22XXX
Banque Valiant SA,Rue du Seyon 1,,2001,Neuchâtel,032 727 67 11,Schweiz,VABECH22XXX
Banque Valiant SA,Route de l'Eglise 74,,1678,Siviriez,026 662 73 73,Schweiz,VABECH22XXX
Banque Valiant SA,Rue de la Molière 24,Case postale,2800,Delémont,032 424 52 52,Schweiz,VABECH22XXX
Banque Valiant SA,Rue de Lausanne 8,,1800,Vevey,021 923 36 00,Schweiz,VABECH22XXX
Banque Valiant SA (ex Banque Valiant Privée SA),Rue de la Molière 24,Case postale 134,2800,Delémont,032 424 52 52,Schweiz,VBBECH22XXX
Banque Valiant SA (ex Banque Valiant Privée SA),Rue du Seyon 1,,2001,Neuchâtel,032 727 67 11,Schweiz,VBBECH22XXX
Banque Valiant SA (ex Banque Valiant Privée SA),Rue de la Plaine 5,,1401,Yverdon,024 424 94 11,Schweiz,VBBECH22XXX
Barclays Bank (Suisse) SA,Chemin de Grange-Canal 18-20,Case postale 3941,1211,Genève 3,022 819 51 11,Schweiz,BARCCHGGXXX
Barclays Bank (Suisse) SA,Chemin de Grange-Canal 18-20,Case postale 3941,1211,Genève 3,022 819 51 11,Schweiz,BARCCHGGXXX
Barclays Bank (Suisse) SA,Via Marconi 2,,6901,Lugano,091 912 58 58,Schweiz,BARCCHGGXXX
Basellandschaftliche Kantonalbank,,Postfach,4410,Liestal,061 925 94 94,Schweiz,BLKBCH22XXX
Basellandschaftliche Kantonalbank,,Postfach,4410,Liestal,061 925 94 94,Schweiz,BLKBCH22XXX
Basellandschaftliche Kantonalbank,,Postfach,4144,Arlesheim,061 925 94 94,Schweiz,BLKBCH22XXX
Basellandschaftliche Kantonalbank,,Postfach,4102,Binningen 1,061 925 94 94,Schweiz,BLKBCH22XXX
Basellandschaftliche Kantonalbank,,Postfach,4460,Gelterkinden,061 925 94 94,Schweiz,BLKBCH22XXX
Basellandschaftliche Kantonalbank,,Postfach,4450,Sissach,061 925 94 94,Schweiz,BLKBCH22XXX
Basellandschaftliche Kantonalbank,,Postfach,4436,Oberdorf BL,061 925 94 94,Schweiz,BLKBCH22XXX
Basellandschaftliche Kantonalbank,,Postfach,4242,Laufen,061 925 94 94,Schweiz,BLKBCH22XXX
Basellandschaftliche Kantonalbank,,Postfach,4132,Muttenz 1,061 925 94 94,Schweiz,BLKBCH22XXX
Basler Kantonalbank,Aeschen,Postfach,4002,Basel,061 266 33 33,Schweiz,BKBBCHBBXXX
Basler Kantonalbank,Aeschen,Postfach,4002,Basel,061 266 33 33,Schweiz,BKBBCHBBXXX
Basler Leben AG,Aeschengraben 21,Postfach,4002,Basel,058 285 85 85,Schweiz,BAAMCHBBXXX
"Basler Leben AG (Einzel, geb. Vermögen)",Aeschengraben 21,,4002,Basel,058 285 7495,Schweiz,BAAMCHBBBEL
"Basler Leben AG (Kollektiv, geb. Vermögen)",Aeschengraben 21,,4002,Basel,058 285 74 95,Schweiz,BAAMCHBBBKL
Basler Versicherung AG,Aeschengraben 21,,4002,Basel,058 285 85 85,Schweiz,BAAMCHBBBVG
Baumann & Cie KmG,St. Jakobs-Strasse 46,Postfach 2282,4002,Basel,061 279 41 41,Schweiz,BAUMCHBBXXX
Baumann & Cie KmG,St. Jakobs-Strasse 46,Postfach 2282,4002,Basel,061 279 41 41,Schweiz,BAUMCHBBXXX
BBO Bank Brienz Oberhasli AG,Hauptstrasse 115,Postfach 771,3855,Brienz,033 952 10 50,Schweiz,BBOBCH22XXX
BBO Bank Brienz Oberhasli AG,Hauptstrasse 115,Postfach 771,3855,Brienz,033 952 10 50,Schweiz,BBOBCH22XXX
BBVA SA,Selnaustrasse 32/36,Postfach 3930,8021,Zürich,044 265 95 11,Schweiz,BBVACHZZXXX
BBVA SA,Selnaustrasse 32/36,Postfach 3930,8021,Zürich,044 265 95 11,Schweiz,BBVACHZZXXX
BENDURA BANK AG,Schaaner Strasse 27,,9487,Gamprin-Bendern,265 56 56,Schweiz,HYIBLI22XXX
BENDURA BANK AG,Schaaner Strasse 27,,9487,Gamprin-Bendern,265 56 56,Schweiz,HYIBLI22XXX
BERGOS BERENBERG AG,,Postfach 186,8034,Zürich,044 284 20 20,Schweiz,BEGOCHZZXXX
BERGOS BERENBERG AG,,Postfach 186,8034,Zürich,044 284 20 20,Schweiz,BEGOCHZZXXX
Berner Kantonalbank AG,Bundesplatz 8,Postfach,3001,Bern,031 666 18 80,Schweiz,KBBECH22XXX
Berner Kantonalbank AG,Bundesplatz 8,Postfach,3001,Bern,031 666 18 80,Schweiz,KBBECH22XXX
Bernerland Bank AG,Kirchgasse 2,Postfach 34,3454,Sumiswald,034 432 37 37,Schweiz,RBABCH22313
Bernerland Bank AG,Kirchgasse 2,Postfach 34,3454,Sumiswald,034 432 37 37,Schweiz,RBABCH22313
Bernerland Bank AG,Rüegsaustrasse 35,Postfach 236,3415,Hasle-Rüegsau,034 432 38 06,Schweiz,RBABCH22313
Bernerland Bank AG,Dorfstrasse 43,Postfach 26,3432,Lützelflüh-Goldbach,034 432 38 14,Schweiz,RBABCH22313
Bernerland Bank AG,Dorfstrasse 31a,Postfach 208,3457,Wasen im Emmental,034 432 38 18,Schweiz,RBABCH22313
Bernerland Bank AG,Bahnhofstrasse 2,Postfach 192,3360,Herzogenbuchsee,034 432 38 08,Schweiz,RBABCH22313
Bernerland Bank AG,Unterdorfstrasse 9,Postfach 74,4934,Madiswil,034 432 38 16,Schweiz,RBABCH22313
Bernerland Bank AG,Ersigenstrasse 4,Postfach 325,3422,Kirchberg,034 432 38 10,Schweiz,RBABCH22313
Bernerland Bank AG,Kornhausgasse 4,Postfach,3400,Burgdorf,034 432 38 00,Schweiz,RBABCH22313
Bernerland Bank AG,Marktgasse 5,Postfach,4900,Langenthal,034 432 38 12,Schweiz,RBABCH22313
Bernerland Bank AG,Lütoldstrasse 1,Postfach 34,3454,Sumiswald,034 432 37 35,Schweiz,RBABCH22313
Bernerland Bank AG,Schlossstrasse 3,,3550,Langnau i.E.,034 432 38 22,Schweiz,RBABCH22313
Bernerland Bank AG,Bahnhofstrasse 19,,4950,Huttwil,034 432 38 02,Schweiz,RBABCH22313
Bezirks-Sparkasse Dielsdorf Genossenschaft,Bahnhofstrasse 29,Postfach,8157,Dielsdorf,044 854 90 00,Schweiz,BZSDCH22XXX
Bezirks-Sparkasse Dielsdorf Genossenschaft,Bahnhofstrasse 29,Postfach,8157,Dielsdorf,044 854 90 00,Schweiz,BZSDCH22XXX
Bezirks-Sparkasse Dielsdorf Genossenschaft,Dorfstrasse 2,,8166,Niederweningen,044 857 70 70,Schweiz,BZSDCH22XXX
Biene Bank im Rheintal Genossenschaft,Rorschacherstrasse 9,Postfach 36,9450,Altstätten SG,071 757 82 82,Schweiz,RBABCH22980
Biene Bank im Rheintal Genossenschaft,Rorschacherstrasse 9,Postfach 36,9450,Altstätten SG,071 757 82 82,Schweiz,RBABCH22980
BIZ Bank für Internationalen Zahlungsausgleich,,Postfach,4002,Basel,061 280 80 80,Schweiz,BISBCHBBXXX
BIZ Bank für Internationalen Zahlungsausgleich,,Postfach,4002,Basel,061 280 80 80,Schweiz,BISBCHBBXXX
BLOM BANK (Switzerland) SA,Rue Rodolphe Toepffer 1,,1206,Genève,022 817 71 00,Schweiz,BLOMCHGGXXX
BLOM BANK (Switzerland) SA,Rue Rodolphe Toepffer 1,,1206,Genève,022 817 71 00,Schweiz,BLOMCHGGXXX
BNP Paribas (Suisse) SA,"Place de Hollande, 2",Case postale,1211,Genève 11,058 212 21 11,Schweiz,BPPBCHGGXXX
BNP Paribas (Suisse) SA,"Place de Hollande, 2",Case postale,1211,Genève 11,058 212 21 11,Schweiz,BPPBCHGGXXX
BNP PARIBAS SECURITIES SERVICES,Selnaustrasse 16,Postfach 2119,8022,Zürich,058 212 63 00,Schweiz,PARBCHZZXXX
Bordier & Cie,"16, rue de Hollande",Case postale 5515,1211,Genève 11,058 258 00 00,Schweiz,BORDCHGGXXX
Bordier & Cie,"16, rue de Hollande",Case postale 5515,1211,Genève 11,058 258 00 00,Schweiz,BORDCHGGXXX
Bordier & Cie,Zeughausgasse 28,,3011,Bern,058 258 07 00,Schweiz,BORDCHGGXXX
Bordier & Cie,Talstrasse 83,,8001,Zürich,058 258 05 00,Schweiz,BORDCHGGXXX
Bordier & Cie,"13, Rue de la Porcelaine",Case postale 1045,1260,Nyon 1,058 258 07 50,Schweiz,BORDCHGGXXX
BS Bank Schaffhausen AG,Heerengarten 16,Postfach,8215,Hallau,0844 840 850,Schweiz,RBABCH22858
BS Bank Schaffhausen AG,Heerengarten 16,Postfach,8215,Hallau,0844 840 850,Schweiz,RBABCH22858
Burgerliche Ersparniskasse Bern Genossenschaft,Marktgasse 37,Postfach 6362,3001,Bern,031 312 03 12,Schweiz,RBABCH22382
Burgerliche Ersparniskasse Bern Genossenschaft,Bärenplatz 8,,3001,Bern,031 312 03 12,Schweiz,RBABCH22382
BZ Bank Aktiengesellschaft,Egglirain 15,Postfach,8832,Wilen b. Wollerau,044 786 61 11,Schweiz,BZBKCH2WXXX
BZ Bank Aktiengesellschaft,Egglirain 15,Postfach,8832,Wilen b. Wollerau,044 786 61 11,Schweiz,BZBKCH2WXXX
CA Indosuez (Switzerland) SA,Quai Général Guisan 4,Case postale 5260,1211,Genève 11,058 321 90 00,Schweiz,AGRICHGGXXX
CA Indosuez (Switzerland) SA,Chemin de Bérée 46-48,Case postale 224,1010,Lausanne,058 321 50 00,Schweiz,AGRICHGGXXX
CA Indosuez (Switzerland) SA,Quai Général Guisan 4,Case postale 5260,1211,Genève 11,058 321 90 00,Schweiz,AGRICHGGXXX
CA Indosuez (Switzerland) SA,Via F. Pelli 3,Casella postale,6901,Lugano,058 321 30 00,Schweiz,AGRICHGGXXX
CA Indosuez (Switzerland) SA,Lintheschergasse 15,Postfach 3668,8021,Zürich,058 321 40 00,Schweiz,AGRICHGGXXX
"CACEIS Bank, Paris, succursale de Nyon/Suisse",Route de Signy 35,,1260,Nyon,022 360 94 00,Schweiz,ISAECH2NXXX
"CACEIS Bank, Paris, succursale de Nyon/Suisse",Route de Signy 35,,1260,Nyon,022 360 94 00,Schweiz,ISAECH2NXXX
